BusinessYear,StateCode,IssuerId,SourceName,ImportDate,ServiceAreaId,ServiceAreaName_cleaned,CoverEntireState,County_cleaned,PartialCounty_cleaned,ZipCodes_cleaned,PartialCountyJustification_cleaned,MarketCoverage,DentalOnlyPlan
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,60075,HIOS,2024-09-18 1:01:22,ALS001,Alabama,Yes,N/A,N/A,N/A,N/A,Individual,Yes
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
2025,AL,69461,HIOS,2024-08-16 1:01:20,ALS011,Individual Exchange,No,No,No,N/A,N/A,Individual,No
