BusinessYear,StateCode,IssuerId,SourceName,ImportDate,RateEffectiveDate,RateExpirationDate,PlanId,RatingAreaId,Tobacco_cleaned,Age_cleaned,IndividualRate_cleaned,IndividualTobaccoRate_cleaned,Couple_cleaned,PrimarySubscriberAndOneDependent_cleaned,PrimarySubscriberAndTwoDependents_cleaned,PrimarySubscriberAndThreeOrMoreDependents_cleaned,CoupleAndOneDependent_cleaned,CoupleAndTwoDependents_cleaned,CoupleAndThreeOrMoreDependents_cleaned
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,22,824,906,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,23,824,906,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,24,824,906,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,25,827,910,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,26,843,928,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,27,863,950,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,28,895,985,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,29,922,1014,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,30,935,1084,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,31,955,1107,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,32,974,1130,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,33,987,1145,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,34,1000,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,35,1007,1168,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,36,1013,1175,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,37,1020,1183,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,38,1026,1190,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,39,1039,1206,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,40,1053,1221,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,41,1072,1244,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,42,1091,1266,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,43,1118,1297,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,44,1151,1335,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,45,1189,1403,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,46,1235,1458,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,47,1287,1519,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,48,1347,1589,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,49,1405,1658,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,50,1471,1736,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,51,1536,1813,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,52,1608,1897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,53,1680,1983,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,54,1759,2075,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,55,1837,2167,N/A,N/A,N/A,N/A,N/A,N/A,N/A
